message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,903219])";"30";"turtlesim1.sim";"1726483848.518790542";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,913285])";"30";"turtlesim3.sim";"1726483848.515512353";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,913285])";"30";"turtlesim2.sim";"1726483848.508629235";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,913285])";"30";"turtlesim1.sim";"1726483848.503035497";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,923351])";"30";"turtlesim3.sim";"1726483848.499764996";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,923351])";"30";"turtlesim2.sim";"1726483848.492816278";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,923351])";"30";"turtlesim1.sim";"1726483848.487215456";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,933417])";"30";"turtlesim3.sim";"1726483848.484111448";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,933417])";"30";"turtlesim2.sim";"1726483848.475964122";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,933417])";"30";"turtlesim1.sim";"1726483848.471341733";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,943484])";"30";"turtlesim3.sim";"1726483848.467478140";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,943484])";"30";"turtlesim2.sim";"1726483848.460034485";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,943484])";"30";"turtlesim1.sim";"1726483848.455548452";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,953550])";"30";"turtlesim3.sim";"1726483848.451807928";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,953550])";"30";"turtlesim2.sim";"1726483848.444275996";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,953550])";"30";"turtlesim1.sim";"1726483848.438763544";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,963616])";"30";"turtlesim3.sim";"1726483848.436205623";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,963616])";"30";"turtlesim2.sim";"1726483848.428414211";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,963616])";"30";"turtlesim1.sim";"1726483848.422930818";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,973682])";"30";"turtlesim3.sim";"1726483848.419508833";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,973682])";"30";"turtlesim2.sim";"1726483848.412656651";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,973682])";"30";"turtlesim1.sim";"1726483848.407133292";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,983748])";"30";"turtlesim3.sim";"1726483848.403874932";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,983748])";"30";"turtlesim2.sim";"1726483848.396774383";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,983748])";"30";"turtlesim1.sim";"1726483848.391328306";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,993814])";"30";"turtlesim3.sim";"1726483848.388228378";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,993814])";"30";"turtlesim2.sim";"1726483848.380051892";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,993814])";"30";"turtlesim1.sim";"1726483848.375420521";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,003880])";"30";"turtlesim3.sim";"1726483848.371605645";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,003880])";"30";"turtlesim2.sim";"1726483848.364323159";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,003880])";"30";"turtlesim1.sim";"1726483848.359512928";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,013946])";"30";"turtlesim3.sim";"1726483848.355909919";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,013946])";"30";"turtlesim2.sim";"1726483848.348570084";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,013946])";"30";"turtlesim1.sim";"1726483848.342788988";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,024013])";"30";"turtlesim3.sim";"1726483848.340159605";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,024013])";"30";"turtlesim2.sim";"1726483848.331794657";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,024013])";"30";"turtlesim1.sim";"1726483848.327078761";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,034079])";"30";"turtlesim3.sim";"1726483848.323583840";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,034079])";"30";"turtlesim2.sim";"1726483848.316117510";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,034079])";"30";"turtlesim1.sim";"1726483848.311360568";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,044145])";"30";"turtlesim3.sim";"1726483848.307976595";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,044145])";"30";"turtlesim2.sim";"1726483848.300352748";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,044145])";"30";"turtlesim1.sim";"1726483848.294745744";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,054211])";"30";"turtlesim3.sim";"1726483848.291398783";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,054211])";"30";"turtlesim2.sim";"1726483848.284564227";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,054211])";"30";"turtlesim1.sim";"1726483848.279054524";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,064277])";"30";"turtlesim3.sim";"1726483848.275639633";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,064277])";"30";"turtlesim2.sim";"1726483848.268750605";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,064277])";"30";"turtlesim1.sim";"1726483848.263398794";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,074343])";"30";"turtlesim3.sim";"1726483848.259988236";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,074343])";"30";"turtlesim2.sim";"1726483848.251965352";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,074343])";"30";"turtlesim1.sim";"1726483848.247611601";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,084409])";"30";"turtlesim3.sim";"1726483848.243268107";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,084409])";"30";"turtlesim2.sim";"1726483848.236214314";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,084409])";"30";"turtlesim1.sim";"1726483848.230925313";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,094475])";"30";"turtlesim3.sim";"1726483848.227689807";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,094475])";"30";"turtlesim2.sim";"1726483848.220574666";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,094475])";"30";"turtlesim1.sim";"1726483848.215177024";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,104542])";"30";"turtlesim3.sim";"1726483848.212006540";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,104542])";"30";"turtlesim2.sim";"1726483848.203923045";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,104542])";"30";"turtlesim1.sim";"1726483848.199464082";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,114608])";"30";"turtlesim3.sim";"1726483848.195397295";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,114608])";"30";"turtlesim2.sim";"1726483848.188178133";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,114608])";"30";"turtlesim1.sim";"1726483848.183691413";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,124674])";"30";"turtlesim3.sim";"1726483848.179589734";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,124674])";"30";"turtlesim2.sim";"1726483848.172409755";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,124674])";"30";"turtlesim1.sim";"1726483848.166818792";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,134740])";"30";"turtlesim3.sim";"1726483848.163837439";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,134740])";"30";"turtlesim2.sim";"1726483848.156617907";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,134740])";"30";"turtlesim1.sim";"1726483848.151047897";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,144806])";"30";"turtlesim3.sim";"1726483848.148162507";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,144806])";"30";"turtlesim2.sim";"1726483848.139793773";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,144806])";"30";"turtlesim1.sim";"1726483848.135362473";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,154872])";"30";"turtlesim3.sim";"1726483848.131418675";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,154872])";"30";"turtlesim2.sim";"1726483848.124003363";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,154872])";"30";"turtlesim1.sim";"1726483848.119638971";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,164938])";"30";"turtlesim3.sim";"1726483848.115807704";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,164938])";"30";"turtlesim2.sim";"1726483848.108290206";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,164938])";"30";"turtlesim1.sim";"1726483848.102822844";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,175005])";"30";"turtlesim3.sim";"1726483848.100182550";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,175005])";"30";"turtlesim2.sim";"1726483848.092554974";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,175005])";"30";"turtlesim1.sim";"1726483848.086939143";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,185071])";"30";"turtlesim3.sim";"1726483848.083337722";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,185071])";"30";"turtlesim2.sim";"1726483848.075824322";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,185071])";"30";"turtlesim1.sim";"1726483848.071213936";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,195137])";"30";"turtlesim3.sim";"1726483848.067529581";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,195137])";"30";"turtlesim2.sim";"1726483848.060013732";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,195137])";"30";"turtlesim1.sim";"1726483848.055526986";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,205203])";"30";"turtlesim3.sim";"1726483848.051846068";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,205203])";"30";"turtlesim2.sim";"1726483848.044431862";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,205203])";"30";"turtlesim1.sim";"1726483848.038877772";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,215269])";"30";"turtlesim3.sim";"1726483848.036086965";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,215269])";"30";"turtlesim2.sim";"1726483848.028674074";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,215269])";"30";"turtlesim1.sim";"1726483848.023094469";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,225335])";"30";"turtlesim3.sim";"1726483848.020179236";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,225335])";"30";"turtlesim2.sim";"1726483848.012004665";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,225335])";"30";"turtlesim1.sim";"1726483848.007317107";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,235401])";"30";"turtlesim3.sim";"1726483848.003254335";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,235401])";"30";"turtlesim2.sim";"1726483847.996333225";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,235401])";"30";"turtlesim1.sim";"1726483847.991522111";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,245467])";"30";"turtlesim3.sim";"1726483847.987621450";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,245467])";"30";"turtlesim2.sim";"1726483847.980654270";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,245467])";"30";"turtlesim1.sim";"1726483847.974764335";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,255534])";"30";"turtlesim3.sim";"1726483847.971812639";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,255534])";"30";"turtlesim2.sim";"1726483847.963933589";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,255534])";"30";"turtlesim1.sim";"1726483847.958961842";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,265600])";"30";"turtlesim3.sim";"1726483847.956093473";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,265600])";"30";"turtlesim2.sim";"1726483847.948254043";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,265600])";"30";"turtlesim1.sim";"1726483847.943222034";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,275666])";"30";"turtlesim3.sim";"1726483847.940345277";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,275666])";"30";"turtlesim2.sim";"1726483847.932576345";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,275666])";"30";"turtlesim1.sim";"1726483847.927532407";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,285732])";"30";"turtlesim3.sim";"1726483847.923573344";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,285732])";"30";"turtlesim2.sim";"1726483847.916703493";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,285732])";"30";"turtlesim1.sim";"1726483847.910674412";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,295798])";"30";"turtlesim3.sim";"1726483847.907741039";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,295798])";"30";"turtlesim2.sim";"1726483847.900073184";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,295798])";"30";"turtlesim1.sim";"1726483847.894962621";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,305864])";"30";"turtlesim3.sim";"1726483847.892020143";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,305864])";"30";"turtlesim2.sim";"1726483847.884355691";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,305864])";"30";"turtlesim1.sim";"1726483847.879066779";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,315930])";"30";"turtlesim3.sim";"1726483847.875293403";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,315930])";"30";"turtlesim2.sim";"1726483847.868669983";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,315930])";"30";"turtlesim1.sim";"1726483847.863289154";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,325996])";"30";"turtlesim3.sim";"1726483847.859673571";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,325996])";"30";"turtlesim2.sim";"1726483847.851966752";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,325996])";"30";"turtlesim1.sim";"1726483847.847508060";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,336063])";"30";"turtlesim3.sim";"1726483847.843906707";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,336063])";"30";"turtlesim2.sim";"1726483847.836288116";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,336063])";"30";"turtlesim1.sim";"1726483847.830874333";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=1,346129])";"30";"turtlesim3.sim";"1726483847.827267886";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
